seed,d,step,mem
42,10,3400000,0.00559999980032444
42,10,3410000,
42,10,3420000,
42,10,3430000,
42,10,3440000,
42,10,3450000,
42,10,3460000,
42,10,3470000,
42,10,3480000,
42,10,3490000,
42,10,3500000,0.004900000058114529
42,10,3510000,
42,10,3520000,
42,10,3530000,
42,10,3540000,
42,10,3550000,
42,10,3560000,
42,10,3570000,
42,10,3580000,
42,10,3590000,
42,10,3600000,0.005200000014156103
42,10,3610000,
42,10,3620000,
42,10,3630000,
42,10,3640000,
42,10,3650000,
42,10,3660000,
42,10,3670000,
42,10,3680000,
42,10,3690000,
42,10,3700000,0.006200000178068876
42,10,3710000,
42,10,3720000,
42,10,3730000,
42,10,3740000,
42,10,3750000,
42,10,3760000,
42,10,3770000,
42,10,3780000,
42,10,3790000,
42,10,3800000,0.00559999980032444
42,10,3810000,
42,10,3820000,
42,10,3830000,
42,10,3840000,
42,10,3850000,
42,10,3860000,
42,10,3870000,
42,10,3880000,
42,10,3890000,
42,10,3900000,0.006399999838322401
42,10,3910000,
42,10,3920000,
42,10,3930000,
42,10,3940000,
42,10,3950000,
42,10,3960000,
42,10,3970000,
42,10,3980000,
42,10,3990000,
42,10,4000000,0.006000000052154064
42,10,4010000,
42,10,4020000,
42,10,4030000,
42,10,4040000,
42,10,4050000,
42,10,4060000,
42,10,4070000,
42,10,4080000,
42,10,4090000,
42,10,4100000,0.004999999888241291
42,10,4110000,
42,10,4120000,
42,10,4130000,
42,10,4140000,
42,10,4150000,
42,10,4160000,
42,10,4170000,
42,10,4180000,
42,10,4190000,
42,10,4200000,0.005499999970197678
42,10,4210000,
42,10,4220000,
42,10,4230000,
42,10,4240000,
42,10,4250000,
42,10,4260000,
42,10,4270000,
42,10,4280000,
42,10,4290000,
42,10,4300000,0.006599999964237213
42,10,4310000,
42,10,4320000,
42,10,4330000,
42,10,4340000,
42,10,4350000,
42,10,4360000,
42,10,4370000,
42,10,4380000,
42,10,4390000,
42,10,4400000,0.005499999970197678
42,10,4410000,
42,10,4420000,
42,10,4430000,
42,10,4440000,
42,10,4450000,
42,10,4460000,
42,10,4470000,
42,10,4480000,
42,10,4490000,
42,10,4500000,0.00570000009611249
42,10,4510000,
42,10,4520000,
42,10,4530000,
42,10,4540000,
42,10,4550000,
42,10,4560000,
42,10,4570000,
42,10,4580000,
42,10,4590000,
42,10,4600000,0.005200000014156103
42,10,4610000,
42,10,4620000,
42,10,4630000,
42,10,4640000,
42,10,4650000,
42,10,4660000,
42,10,4670000,
42,10,4680000,
42,10,4690000,
42,10,4700000,0.006099999882280827
42,10,4710000,
42,10,4720000,
42,10,4730000,
42,10,4740000,
42,10,4750000,
42,10,4760000,
42,10,4770000,
42,10,4780000,
42,10,4790000,
42,10,4800000,0.004699999932199717
42,10,4810000,
42,10,4820000,
42,10,4830000,
42,10,4840000,
42,10,4850000,
42,10,4860000,
42,10,4870000,
42,10,4880000,
42,10,4890000,
42,10,4900000,0.007000000216066837
42,10,4910000,
42,10,4920000,
42,10,4930000,
42,10,4940000,
42,10,4950000,
42,10,4960000,
42,10,4970000,
42,10,4980000,
42,10,4990000,
42,10,5000000,0.004600000102072954
42,20,1,0.0
42,20,10000,
42,20,20000,
42,20,30000,
42,20,40000,
42,20,50000,
42,20,60000,
42,20,70000,
42,20,80000,
42,20,90000,
42,20,100000,0.0
42,20,110000,
42,20,120000,
42,20,130000,
42,20,140000,
42,20,150000,
42,20,160000,
42,20,170000,
42,20,180000,
42,20,190000,
42,20,200000,0.0007999999797903001
42,20,210000,
42,20,220000,
42,20,230000,
42,20,240000,
42,20,250000,
42,20,260000,
42,20,270000,
42,20,280000,
42,20,290000,
42,20,300000,0.004800000227987766
42,20,310000,
42,20,320000,
42,20,330000,
42,20,340000,
42,20,350000,
42,20,360000,
42,20,370000,
42,20,380000,
42,20,390000,
42,20,400000,0.009999999776482582
42,20,410000,
42,20,420000,
42,20,430000,
42,20,440000,
42,20,450000,
42,20,460000,
42,20,470000,
42,20,480000,
42,20,490000,
42,20,500000,0.014000000432133675
42,20,510000,
42,20,520000,
42,20,530000,
42,20,540000,
42,20,550000,
42,20,560000,
42,20,570000,
42,20,580000,
42,20,590000,
42,20,600000,0.01850000023841858
42,20,610000,
42,20,620000,
42,20,630000,
42,20,640000,
42,20,650000,
42,20,660000,
42,20,670000,
42,20,680000,
42,20,690000,
42,20,700000,0.028300000354647636
42,20,710000,
42,20,720000,
42,20,730000,
42,20,740000,
42,20,750000,
42,20,760000,
42,20,770000,
42,20,780000,
42,20,790000,
42,20,800000,0.03150000050663948
42,20,810000,
42,20,820000,
42,20,830000,
42,20,840000,
42,20,850000,
42,20,860000,
42,20,870000,
42,20,880000,
42,20,890000,
42,20,900000,0.035100001841783524
42,20,910000,
42,20,920000,
42,20,930000,
42,20,940000,
42,20,950000,
42,20,960000,
42,20,970000,
42,20,980000,
42,20,990000,
42,20,1000000,0.03720000013709068
42,20,1010000,
42,20,1020000,
42,20,1030000,
42,20,1040000,
42,20,1050000,
42,20,1060000,
42,20,1070000,
42,20,1080000,
42,20,1090000,
42,20,1100000,0.044599998742341995
42,20,1110000,
42,20,1120000,
42,20,1130000,
42,20,1140000,
42,20,1150000,
42,20,1160000,
42,20,1170000,
42,20,1180000,
42,20,1190000,
42,20,1200000,0.043699998408555984
42,20,1210000,
42,20,1220000,
42,20,1230000,
42,20,1240000,
42,20,1250000,
42,20,1260000,
42,20,1270000,
42,20,1280000,
42,20,1290000,
42,20,1300000,0.052299998700618744
42,20,1310000,
42,20,1320000,
42,20,1330000,
42,20,1340000,
42,20,1350000,
42,20,1360000,
42,20,1370000,
42,20,1380000,
42,20,1390000,
42,20,1400000,0.05169999971985817
42,20,1410000,
42,20,1420000,
42,20,1430000,
42,20,1440000,
42,20,1450000,
42,20,1460000,
42,20,1470000,
42,20,1480000,
42,20,1490000,
42,20,1500000,0.055799998342990875
42,20,1510000,
42,20,1520000,
42,20,1530000,
42,20,1540000,
42,20,1550000,
42,20,1560000,
42,20,1570000,
42,20,1580000,
42,20,1590000,
42,20,1600000,0.048700001090765
42,20,1610000,
42,20,1620000,
42,20,1630000,
42,20,1640000,
42,20,1650000,
42,20,1660000,
42,20,1670000,
42,20,1680000,
42,20,1690000,
42,20,1700000,0.05900000035762787
42,20,1710000,
42,20,1720000,
42,20,1730000,
42,20,1740000,
42,20,1750000,
42,20,1760000,
42,20,1770000,
42,20,1780000,
42,20,1790000,
42,20,1800000,0.057999998331069946
42,20,1810000,
42,20,1820000,
42,20,1830000,
42,20,1840000,
42,20,1850000,
42,20,1860000,
42,20,1870000,
42,20,1880000,
42,20,1890000,
42,20,1900000,0.06679999828338623
42,20,1910000,
42,20,1920000,
42,20,1930000,
42,20,1940000,
42,20,1950000,
42,20,1960000,
42,20,1970000,
42,20,1980000,
42,20,1990000,
42,20,2000000,0.06310000270605087
42,20,2010000,
42,20,2020000,
42,20,2030000,
42,20,2040000,
42,20,2050000,
42,20,2060000,
42,20,2070000,
42,20,2080000,
42,20,2090000,
42,20,2100000,0.06960000097751617
42,20,2110000,
42,20,2120000,
42,20,2130000,
42,20,2140000,
42,20,2150000,
42,20,2160000,
42,20,2170000,
42,20,2180000,
42,20,2190000,
42,20,2200000,0.06469999998807907
42,20,2210000,
42,20,2220000,
42,20,2230000,
42,20,2240000,
42,20,2250000,
42,20,2260000,
42,20,2270000,
42,20,2280000,
42,20,2290000,
42,20,2300000,0.06949999928474426
42,20,2310000,
42,20,2320000,
42,20,2330000,
42,20,2340000,
42,20,2350000,
42,20,2360000,
42,20,2370000,
42,20,2380000,
42,20,2390000,
42,20,2400000,0.07109999656677246
42,20,2410000,
42,20,2420000,
42,20,2430000,
42,20,2440000,
42,20,2450000,
42,20,2460000,
42,20,2470000,
42,20,2480000,
42,20,2490000,
42,20,2500000,0.066600002348423
42,20,2510000,
42,20,2520000,
42,20,2530000,
42,20,2540000,
42,20,2550000,
42,20,2560000,
42,20,2570000,
42,20,2580000,
42,20,2590000,
42,20,2600000,0.07639999687671661
42,20,2610000,
42,20,2620000,
42,20,2630000,
42,20,2640000,
42,20,2650000,
42,20,2660000,
42,20,2670000,
42,20,2680000,
42,20,2690000,
42,20,2700000,0.07410000264644623
42,20,2710000,
42,20,2720000,
42,20,2730000,
42,20,2740000,
42,20,2750000,
42,20,2760000,
42,20,2770000,
42,20,2780000,
42,20,2790000,
42,20,2800000,0.07599999755620956
42,20,2810000,
42,20,2820000,
42,20,2830000,
42,20,2840000,
42,20,2850000,
42,20,2860000,
42,20,2870000,
42,20,2880000,
42,20,2890000,
42,20,2900000,0.08020000159740448
42,20,2910000,
42,20,2920000,
42,20,2930000,
42,20,2940000,
42,20,2950000,
42,20,2960000,
42,20,2970000,
42,20,2980000,
42,20,2990000,
42,20,3000000,0.08489999920129776
42,20,3010000,
42,20,3020000,
42,20,3030000,
42,20,3040000,
42,20,3050000,
42,20,3060000,
42,20,3070000,
42,20,3080000,
42,20,3090000,
42,20,3100000,0.08460000157356262
42,20,3110000,
42,20,3120000,
42,20,3130000,
42,20,3140000,
42,20,3150000,
42,20,3160000,
42,20,3170000,
42,20,3180000,
42,20,3190000,
42,20,3200000,0.07429999858140945
42,20,3210000,
42,20,3220000,
42,20,3230000,
42,20,3240000,
42,20,3250000,
42,20,3260000,
42,20,3270000,
42,20,3280000,
42,20,3290000,
42,20,3300000,0.08250000327825546
42,20,3310000,
42,20,3320000,
42,20,3330000,
42,20,3340000,
42,20,3350000,
42,20,3360000,
42,20,3370000,
42,20,3380000,
42,20,3390000,
42,20,3400000,0.08190000057220459
42,20,3410000,
42,20,3420000,
42,20,3430000,
42,20,3440000,
42,20,3450000,
42,20,3460000,
42,20,3470000,
42,20,3480000,
42,20,3490000,
42,20,3500000,0.08449999988079071
42,20,3510000,
42,20,3520000,
42,20,3530000,
42,20,3540000,
42,20,3550000,
42,20,3560000,
42,20,3570000,
42,20,3580000,
42,20,3590000,
42,20,3600000,0.08370000123977661
42,20,3610000,
42,20,3620000,
42,20,3630000,
42,20,3640000,
42,20,3650000,
42,20,3660000,
42,20,3670000,
42,20,3680000,
42,20,3690000,
42,20,3700000,0.08380000293254852
42,20,3710000,
42,20,3720000,
42,20,3730000,
42,20,3740000,
42,20,3750000,
42,20,3760000,
42,20,3770000,
42,20,3780000,
42,20,3790000,
42,20,3800000,0.08649999648332596
42,20,3810000,
42,20,3820000,
42,20,3830000,
42,20,3840000,
42,20,3850000,
42,20,3860000,
42,20,3870000,
42,20,3880000,
42,20,3890000,
42,20,3900000,0.09640000015497208
42,20,3910000,
42,20,3920000,
42,20,3930000,
42,20,3940000,
42,20,3950000,
42,20,3960000,
42,20,3970000,
42,20,3980000,
42,20,3990000,
42,20,4000000,0.08630000054836273
42,20,4010000,
42,20,4020000,
42,20,4030000,
42,20,4040000,
42,20,4050000,
42,20,4060000,
42,20,4070000,
42,20,4080000,
42,20,4090000,
42,20,4100000,0.09070000052452087
42,20,4110000,
42,20,4120000,
42,20,4130000,
42,20,4140000,
42,20,4150000,
42,20,4160000,
42,20,4170000,
42,20,4180000,
42,20,4190000,
42,20,4200000,0.08730000257492065
42,20,4210000,
42,20,4220000,
42,20,4230000,
42,20,4240000,
42,20,4250000,
42,20,4260000,
42,20,4270000,
42,20,4280000,
42,20,4290000,
42,20,4300000,0.08820000290870667
42,20,4310000,
42,20,4320000,
42,20,4330000,
42,20,4340000,
42,20,4350000,
42,20,4360000,
42,20,4370000,
42,20,4380000,
42,20,4390000,
42,20,4400000,0.0843999981880188
42,20,4410000,
42,20,4420000,
42,20,4430000,
42,20,4440000,
42,20,4450000,
42,20,4460000,
42,20,4470000,
42,20,4480000,
42,20,4490000,
42,20,4500000,0.0869000032544136
42,20,4510000,
42,20,4520000,
42,20,4530000,
42,20,4540000,
42,20,4550000,
42,20,4560000,
42,20,4570000,
42,20,4580000,
42,20,4590000,
42,20,4600000,0.09009999781847
42,20,4610000,
42,20,4620000,
42,20,4630000,
42,20,4640000,
42,20,4650000,
42,20,4660000,
42,20,4670000,
42,20,4680000,
42,20,4690000,
42,20,4700000,0.08460000157356262
42,20,4710000,
42,20,4720000,
42,20,4730000,
42,20,4740000,
42,20,4750000,
42,20,4760000,
42,20,4770000,
42,20,4780000,
42,20,4790000,
42,20,4800000,0.09040000289678574
42,20,4810000,
42,20,4820000,
42,20,4830000,
42,20,4840000,
42,20,4850000,
42,20,4860000,
42,20,4870000,
42,20,4880000,
42,20,4890000,
42,20,4900000,0.0835999995470047
42,20,4910000,
42,20,4920000,
42,20,4930000,
42,20,4940000,
42,20,4950000,
42,20,4960000,
42,20,4970000,
42,20,4980000,
42,20,4990000,
42,20,5000000,0.09260000288486481
42,30,1,0.0
42,30,10000,
42,30,20000,
42,30,30000,
42,30,40000,
42,30,50000,
42,30,60000,
42,30,70000,
42,30,80000,
42,30,90000,
42,30,100000,9.999999747378752e-05
42,30,110000,
42,30,120000,
42,30,130000,
42,30,140000,
42,30,150000,
42,30,160000,
42,30,170000,
42,30,180000,
42,30,190000,
42,30,200000,0.004800000227987766
42,30,210000,
42,30,220000,
42,30,230000,
42,30,240000,
42,30,250000,
42,30,260000,
42,30,270000,
42,30,280000,
42,30,290000,
42,30,300000,0.025499999523162842
42,30,310000,
42,30,320000,
42,30,330000,
42,30,340000,
42,30,350000,
42,30,360000,
42,30,370000,
42,30,380000,
42,30,390000,
42,30,400000,0.04659999907016754
42,30,410000,
42,30,420000,
42,30,430000,
42,30,440000,
42,30,450000,
42,30,460000,
42,30,470000,
42,30,480000,
42,30,490000,
42,30,500000,0.06560000032186508
42,30,510000,
42,30,520000,
42,30,530000,
42,30,540000,
42,30,550000,
42,30,560000,
42,30,570000,
42,30,580000,
42,30,590000,
42,30,600000,0.08380000293254852
42,30,610000,
42,30,620000,
42,30,630000,
42,30,640000,
42,30,650000,
42,30,660000,
42,30,670000,
42,30,680000,
42,30,690000,
42,30,700000,0.09449999779462814
42,30,710000,
42,30,720000,
42,30,730000,
42,30,740000,
42,30,750000,
42,30,760000,
42,30,770000,
42,30,780000,
42,30,790000,
42,30,800000,0.12189999967813492
42,30,810000,
42,30,820000,
42,30,830000,
42,30,840000,
42,30,850000,
42,30,860000,
42,30,870000,
42,30,880000,
42,30,890000,
42,30,900000,0.13449999690055847
42,30,910000,
42,30,920000,
42,30,930000,
42,30,940000,
42,30,950000,
42,30,960000,
42,30,970000,
42,30,980000,
42,30,990000,
42,30,1000000,0.14429999887943268
42,30,1010000,
42,30,1020000,
42,30,1030000,
42,30,1040000,
42,30,1050000,
42,30,1060000,
42,30,1070000,
42,30,1080000,
42,30,1090000,
42,30,1100000,0.15240000188350677
42,30,1110000,
42,30,1120000,
42,30,1130000,
42,30,1140000,
42,30,1150000,
42,30,1160000,
42,30,1170000,
42,30,1180000,
42,30,1190000,
42,30,1200000,0.1655000001192093
42,30,1210000,
42,30,1220000,
42,30,1230000,
42,30,1240000,
42,30,1250000,
42,30,1260000,
42,30,1270000,
42,30,1280000,
42,30,1290000,
42,30,1300000,0.17589999735355377
42,30,1310000,
42,30,1320000,
42,30,1330000,
42,30,1340000,
42,30,1350000,
42,30,1360000,
42,30,1370000,
42,30,1380000,
42,30,1390000,
42,30,1400000,0.20180000364780426
42,30,1410000,
42,30,1420000,
42,30,1430000,
42,30,1440000,
42,30,1450000,
42,30,1460000,
42,30,1470000,
42,30,1480000,
42,30,1490000,
42,30,1500000,0.20730000734329224
42,30,1510000,
42,30,1520000,
42,30,1530000,
42,30,1540000,
42,30,1550000,
42,30,1560000,
42,30,1570000,
42,30,1580000,
42,30,1590000,
42,30,1600000,0.211899995803833
42,30,1610000,
42,30,1620000,
42,30,1630000,
42,30,1640000,
42,30,1650000,
42,30,1660000,
42,30,1670000,
42,30,1680000,
42,30,1690000,
42,30,1700000,0.22830000519752502
42,30,1710000,
42,30,1720000,
42,30,1730000,
42,30,1740000,
42,30,1750000,
42,30,1760000,
42,30,1770000,
42,30,1780000,
42,30,1790000,
42,30,1800000,0.21979999542236328
42,30,1810000,
42,30,1820000,
42,30,1830000,
42,30,1840000,
42,30,1850000,
42,30,1860000,
42,30,1870000,
42,30,1880000,
42,30,1890000,
42,30,1900000,0.23070000112056732
42,30,1910000,
42,30,1920000,
42,30,1930000,
42,30,1940000,
42,30,1950000,
42,30,1960000,
42,30,1970000,
42,30,1980000,
42,30,1990000,
42,30,2000000,0.23440000414848328
42,30,2010000,
42,30,2020000,
42,30,2030000,
42,30,2040000,
42,30,2050000,
42,30,2060000,
42,30,2070000,
42,30,2080000,
42,30,2090000,
42,30,2100000,0.24889999628067017
42,30,2110000,
42,30,2120000,
42,30,2130000,
42,30,2140000,
42,30,2150000,
42,30,2160000,
42,30,2170000,
42,30,2180000,
42,30,2190000,
42,30,2200000,0.24240000545978546
42,30,2210000,
42,30,2220000,
42,30,2230000,
42,30,2240000,
42,30,2250000,
42,30,2260000,
42,30,2270000,
42,30,2280000,
42,30,2290000,
42,30,2300000,0.2524000108242035
42,30,2310000,
42,30,2320000,
42,30,2330000,
42,30,2340000,
42,30,2350000,
42,30,2360000,
42,30,2370000,
42,30,2380000,
42,30,2390000,
42,30,2400000,0.2653999924659729
42,30,2410000,
42,30,2420000,
42,30,2430000,
42,30,2440000,
42,30,2450000,
42,30,2460000,
42,30,2470000,
42,30,2480000,
42,30,2490000,
42,30,2500000,0.2809999883174896
42,30,2510000,
42,30,2520000,
42,30,2530000,
42,30,2540000,
42,30,2550000,
42,30,2560000,
42,30,2570000,
42,30,2580000,
42,30,2590000,
42,30,2600000,0.2973000109195709
42,30,2610000,
42,30,2620000,
42,30,2630000,
42,30,2640000,
42,30,2650000,
42,30,2660000,
42,30,2670000,
42,30,2680000,
42,30,2690000,
42,30,2700000,0.2833000123500824
42,30,2710000,
42,30,2720000,
42,30,2730000,
42,30,2740000,
42,30,2750000,
42,30,2760000,
42,30,2770000,
42,30,2780000,
42,30,2790000,
42,30,2800000,0.2892000079154968
42,30,2810000,
42,30,2820000,
42,30,2830000,
42,30,2840000,
42,30,2850000,
42,30,2860000,
42,30,2870000,
42,30,2880000,
42,30,2890000,
42,30,2900000,0.2766999900341034
42,30,2910000,
42,30,2920000,
42,30,2930000,
42,30,2940000,
42,30,2950000,
42,30,2960000,
42,30,2970000,
42,30,2980000,
42,30,2990000,
42,30,3000000,0.29350000619888306
42,30,3010000,
42,30,3020000,
42,30,3030000,
42,30,3040000,
42,30,3050000,
42,30,3060000,
42,30,3070000,
42,30,3080000,
42,30,3090000,
42,30,3100000,0.31040000915527344
42,30,3110000,
42,30,3120000,
42,30,3130000,
42,30,3140000,
42,30,3150000,
42,30,3160000,
42,30,3170000,
42,30,3180000,
42,30,3190000,
42,30,3200000,0.2985999882221222
42,30,3210000,
42,30,3220000,
42,30,3230000,
42,30,3240000,
42,30,3250000,
42,30,3260000,
42,30,3270000,
42,30,3280000,
42,30,3290000,
42,30,3300000,0.2973000109195709
42,30,3310000,
42,30,3320000,
42,30,3330000,
42,30,3340000,
42,30,3350000,
42,30,3360000,
42,30,3370000,
42,30,3380000,
42,30,3390000,
42,30,3400000,0.30000001192092896
42,30,3410000,
42,30,3420000,
42,30,3430000,
42,30,3440000,
42,30,3450000,
42,30,3460000,
42,30,3470000,
42,30,3480000,
42,30,3490000,
42,30,3500000,0.31220000982284546
42,30,3510000,
42,30,3520000,
42,30,3530000,
42,30,3540000,
42,30,3550000,
42,30,3560000,
42,30,3570000,
42,30,3580000,
42,30,3590000,
42,30,3600000,0.32269999384880066
42,30,3610000,
42,30,3620000,
42,30,3630000,
42,30,3640000,
42,30,3650000,
42,30,3660000,
42,30,3670000,
42,30,3680000,
42,30,3690000,
42,30,3700000,0.3167000114917755
42,30,3710000,
42,30,3720000,
42,30,3730000,
42,30,3740000,
42,30,3750000,
42,30,3760000,
42,30,3770000,
42,30,3780000,
42,30,3790000,
42,30,3800000,0.3215000033378601
42,30,3810000,
42,30,3820000,
42,30,3830000,
42,30,3840000,
42,30,3850000,
42,30,3860000,
42,30,3870000,
42,30,3880000,
42,30,3890000,
42,30,3900000,0.3409999907016754
42,30,3910000,
42,30,3920000,
42,30,3930000,
42,30,3940000,
42,30,3950000,
42,30,3960000,
42,30,3970000,
42,30,3980000,
42,30,3990000,
42,30,4000000,0.33489999175071716
42,30,4010000,
42,30,4020000,
42,30,4030000,
42,30,4040000,
42,30,4050000,
42,30,4060000,
42,30,4070000,
42,30,4080000,
42,30,4090000,
42,30,4100000,0.3321000039577484
42,30,4110000,
42,30,4120000,
42,30,4130000,
42,30,4140000,
42,30,4150000,
42,30,4160000,
42,30,4170000,
42,30,4180000,
42,30,4190000,
42,30,4200000,0.3179999887943268
42,30,4210000,
42,30,4220000,
42,30,4230000,
42,30,4240000,
42,30,4250000,
42,30,4260000,
42,30,4270000,
42,30,4280000,
42,30,4290000,
42,30,4300000,0.32510000467300415
42,30,4310000,
42,30,4320000,
42,30,4330000,
42,30,4340000,
42,30,4350000,
42,30,4360000,
42,30,4370000,
42,30,4380000,
42,30,4390000,
42,30,4400000,0.3246000111103058
42,30,4410000,
42,30,4420000,
42,30,4430000,
42,30,4440000,
42,30,4450000,
42,30,4460000,
42,30,4470000,
42,30,4480000,
42,30,4490000,
42,30,4500000,0.33660000562667847
42,30,4510000,
42,30,4520000,
42,30,4530000,
42,30,4540000,
42,30,4550000,
42,30,4560000,
